Age,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980,1979,1978,1977,1976,1975,1974,1973,1972,1971
63,"400,979","392,230","378,424","366,440","355,583","358,604","355,222","348,258","353,073","363,126","374,587","398,568","434,051","342,430","337,231","337,348","324,584","297,163","280,515","294,150","297,469","296,174","292,435","288,179","282,818","276,823","279,539","287,502","296,185","298,818","295,406","294,156","299,889","307,214","308,435","314,387","320,608","339,584","358,431","378,319","262,123","254,118","284,256","306,289","333,283","339,084","337,180","330,936","334,945","339,870","342,598","340,976"
64,"389,532","376,357","363,809","353,163","356,242","352,838","345,980","350,791","360,755","372,061","395,953","432,033","339,281","334,338","335,236","321,416","294,433","277,050","291,332","295,052","293,605","289,981","286,054","280,608","274,648","277,236","284,888","293,235","295,344","292,201","290,649","296,354","303,329","304,793","310,482","316,405","335,324","353,642","373,173","258,305","250,596","279,685","302,275","328,414","334,594","332,396","326,128","329,955","334,871","337,339","335,818","330,021"
65,"373,472","361,559","350,582","353,705","350,043","343,492","348,256","358,095","369,344","393,049","428,926","336,197","331,257","333,026","318,990","291,390","272,707","288,338","292,025","290,902","287,080","283,306","278,366","271,933","274,484","281,669","289,794","291,767","288,700","286,749","292,600","299,189","300,555","306,397","312,095","329,953","348,521","367,752","254,663","246,716","275,261","297,432","323,671","329,174","327,405","321,085","324,242","329,365","331,738","330,101","324,507","322,538"
66,"358,689","348,138","350,877","347,207","340,714","345,555","355,161","366,257","390,095","425,511","333,297","328,008","330,542","316,097","288,937","269,342","284,353","288,850","287,792","283,972","280,183","275,401","269,392","271,675","278,457","286,105","287,936","284,817","282,641","288,452","294,947","296,361","301,767","307,764","324,951","344,322","361,772","250,594","243,094","270,894","292,660","317,383","323,972","321,902","316,026","318,678","323,129","325,640","324,070","318,401","316,937","318,706"
67,"345,048","348,140","344,057","337,677","342,461","351,949","362,993","386,724","421,957","330,148","324,880","328,059","312,909","286,216","266,447","280,462","284,385","284,477","280,556","276,936","272,148","266,132","268,637","274,917","282,251","283,804","280,699","278,417","284,042","290,354","291,629","297,087","302,818","319,638","338,404","357,227","246,191","238,969","266,335","287,366","311,539","317,474","316,310","310,321","312,594","316,999","319,161","317,711","312,154","310,892","312,562","306,463"
68,"344,615","340,845","334,259","339,211","348,333","359,406","382,972","417,920","326,913","321,480","324,643","309,628","283,333","263,087","277,305","280,576","279,977","276,788","273,053","268,842","262,670","265,695","271,651","278,239","279,586","276,503","273,708","279,618","285,717","286,812","292,015","297,699","313,648","332,435","350,415","241,093","234,599","261,490","282,312","305,362","310,867","309,736","304,678","306,081","310,298","312,641","310,698","305,148","304,150","305,821","299,545","296,521"
69,"337,305","330,913","335,461","344,509","355,538","378,934","413,468","323,175","318,019","320,961","306,086","280,193","259,506","273,796","277,114","275,893","272,140","269,088","264,969","258,870","261,567","267,718","274,232","275,007","271,922","268,736","274,613","280,533","281,760","286,522","291,997","307,610","325,612","343,464","236,057","229,057","256,360","276,677","299,123","304,223","302,370","298,409","299,548","303,570","305,561","303,683","297,798","297,025","298,479","292,228","289,230","282,669"
70,"326,953","331,591","340,399","351,318","374,312","408,583","319,235","314,057","317,148","302,248","276,691","255,756","269,763","273,395","272,067","267,844","264,426","260,995","254,711","257,282","263,357","269,635","270,186","267,001","263,565","269,151","274,882","276,064","280,678","285,971","301,234","318,548","335,679","230,871","224,141","249,765","270,664","292,210","297,132","295,119","291,009","292,303","296,370","297,896","296,074","290,436","289,203","290,676","284,432","281,335","275,274","278,978"
71,"327,250","335,810","346,420","369,619","403,323","315,076","309,807","312,770","298,276","272,963","252,099","265,689","269,349","267,910","263,653","259,904","256,222","250,332","252,567","258,687","264,589","264,955","261,725","258,084","263,499","268,825","269,790","274,306","279,288","294,528","311,483","327,844","225,413","218,876","243,822","263,545","284,936","289,604","287,613","283,590","284,217","288,771","290,497","287,923","282,558","281,353","282,381","276,274","273,064","267,196","270,452","267,810"
72,"331,054","341,471","364,118","397,719","310,281","305,008","308,088","293,626","268,842","248,071","261,485","265,109","263,509","259,085","255,576","251,486","245,350","247,517","253,423","259,108","259,380","256,243","252,237","257,395","262,539","263,324","267,698","272,456","287,269","303,889","318,626","219,553","213,253","237,656","256,996","277,101","281,637","279,551","275,772","275,877","279,861","282,586","279,640","273,892","273,039","273,583","267,466","264,320","258,444","261,197","258,455","242,628"
73,"336,044","358,398","391,181","305,338","299,882","302,866","288,650","264,206","243,855","256,817","260,399","258,902","254,262","250,689","246,873","240,251","241,723","248,038","253,148","253,461","250,073","246,193","251,081","255,578","256,479","260,459","264,983","279,610","295,715","308,931","214,238","207,322","230,915","250,105","268,980","273,247","270,752","267,244","267,403","270,793","272,859","271,451","264,898","263,776","264,579","258,335","254,904","249,101","251,493","248,663","233,266","229,387"
74,"352,161","384,295","299,417","294,553","297,190","283,277","259,248","239,037","252,160","255,400","254,056","249,269","245,570","241,795","235,142","235,911","241,883","246,869","247,125","243,605","239,618","244,455","248,391","249,020","252,996","257,102","271,237","287,069","298,461","208,687","200,623","223,981","242,464","260,642","264,430","261,304","258,172","258,216","261,455","263,229","261,395","255,157","254,387","254,491","248,706","245,068","238,998","241,342","238,286","223,156","219,702","219,431"
75,"376,633","293,216","288,350","291,341","277,278","253,881","233,878","246,677","250,116","248,587","243,788","240,152","236,510","229,623","230,111","235,686","240,047","240,314","236,461","232,715","237,026","241,104","241,195","244,980","249,046","262,506","277,816","287,851","202,678","193,566","216,074","234,492","251,564","255,308","251,782","248,419","248,267","251,475","253,089","251,134","244,894","243,840","244,379","238,233","234,944","229,050","230,257","227,543","213,023","209,333","209,110","205,982"
76,"286,486","281,799","284,426","271,151","247,931","228,311","240,905","244,028","242,964","237,850","234,469","230,838","223,803","223,787","229,357","232,929","233,013","228,972","225,314","229,048","232,874","233,476","236,387","240,205","253,365","268,138","276,519","196,346","186,205","207,701","225,436","242,200","245,315","241,866","238,574","237,698","240,623","242,237","240,653","234,338","232,862","233,136","227,461","224,068","218,401","219,215","216,226","202,060","198,620","198,296","195,226","191,694"
77,"274,665","277,067","263,744","241,952","222,098","234,455","237,718","236,356","231,788","228,044","224,595","217,548","217,331","222,598","225,824","225,578","220,996","217,614","220,687","224,284","224,875","227,778","230,837","243,760","258,098","264,634","189,321","178,526","198,937","215,290","231,911","235,007","231,144","228,353","227,234","229,619","230,883","229,552","223,478","221,830","221,379","216,136","212,941","206,938","207,612","204,657","190,840","187,347","187,192","184,317","180,598","175,582"
78,"269,181","255,916","234,442","215,777","227,407","230,678","229,585","224,712","221,561","217,528","210,874","210,464","215,637","218,204","217,748","213,018","209,231","212,061","215,100","215,723","218,404","221,789","233,775","247,295","252,523","182,019","170,221","190,109","205,579","221,185","224,011","220,303","217,234","216,695","218,528","219,160","217,889","212,307","210,373","209,656","204,098","201,094","195,596","195,530","192,850","179,329","175,691","175,607","173,010","169,362","164,464","164,973"
79,"247,532","226,694","208,180","220,271","222,791","221,986","217,474","214,010","210,524","203,413","203,259","208,013","210,303","209,513","204,793","200,776","202,954","205,553","205,981","208,388","212,035","223,737","235,798","239,387","174,690","161,574","180,539","195,147","209,808","212,856","209,056","205,940","204,919","207,112","207,301","205,726","200,255","198,572","197,673","192,233","188,706","183,583","183,413","180,238","168,024","164,199","163,718","161,327","157,744","152,843","153,323","150,051"
80,"218,249","200,181","211,431","215,019","213,706","209,506","206,093","202,052","196,048","195,220","199,968","201,865","200,901","195,825","192,044","193,497","195,969","195,940","198,137","201,292","212,400","224,557","225,722","167,051","152,885","170,355","184,006","198,282","200,712","197,423","194,298","192,895","194,434","195,040","193,452","187,976","185,827","185,563","181,006","177,671","172,911","171,060","167,289","155,827","152,148","151,432","149,021","145,825","141,219","141,561","138,579","135,958"
81,"191,613","202,589","205,409","205,252","200,600","197,382","193,564","187,361","187,207","191,008","192,678","192,095","186,673","182,673","183,701","185,871","185,686","187,293","190,187","200,563","212,028","212,119","158,757","143,712","160,294","172,508","185,783","188,381","184,874","182,172","180,716","181,964","181,742","180,959","175,697","173,073","172,253","167,983","165,116","160,026","158,170","156,081","144,074","139,582","139,373","137,161","133,424","129,127","129,776","126,704","124,627","122,728"
82,"193,000","195,625","194,970","191,477","187,798","184,185","178,445","177,809","182,035","182,544","182,328","177,177","173,392","173,487","175,246","175,039","176,436","178,883","188,112","198,676","198,283","150,866","134,066","149,418","160,955","173,066","175,518","172,357","169,370","168,222","169,326","168,634","167,534","163,138","160,218","159,171","154,538","152,181","147,348","145,185","142,999","131,969","127,543","126,804","125,199","121,449","117,066","117,867","115,201","113,119","111,307","112,501"
83,"185,246","184,460","180,734","178,162","174,116","168,817","168,168","171,435","172,551","171,748","167,056","163,354","163,123","164,438","163,976","165,392","167,592","175,417","184,827","183,910","141,010","124,475","138,413","148,650","160,457","161,847","159,209","156,766","155,352","156,384","155,616","154,322","149,712","147,530","145,937","141,368","138,836","134,477","132,432","129,966","120,091","115,806","114,699","113,023","109,701","105,113","105,643","103,312","101,692","99,439","101,160","99,669"
84,"173,412","169,719","166,582","163,957","158,179","157,625","160,713","160,851","161,388","155,890","152,830","152,191","153,438","152,582","153,708","155,709","162,409","171,019","169,118","130,941","114,619","127,404","136,253","147,019","148,863","145,782","143,319","142,361","142,715","142,603","141,172","136,505","134,210","132,977","128,386","125,900","121,391","119,595","117,299","108,377","104,314","102,997","101,534","97,412","93,659","93,925","91,358","90,176","88,209","89,548","88,751","84,132"
85,"158,153","155,031","151,832","147,814","146,529","149,318","149,425","149,360","145,199","141,162","141,179","141,960","141,217","141,812","143,587","149,417","157,177","154,211","120,538","104,545","116,273","123,949","133,558","134,869","133,062","129,905","129,034","129,583","129,003","128,115","123,789","120,900","119,604","116,157","113,541","109,041","106,518","104,756","96,997","93,197","91,954","89,948","85,982","82,122","82,511","80,259","78,803","77,111","78,359","77,768","73,799","72,950"
86,"143,161","140,029","135,450","135,593","137,024","137,184","137,265","132,805","130,278","129,379","130,300","129,572","130,075","131,223","136,282","143,181","139,659","110,148","94,141","104,740","111,820","120,725","121,271","119,628","117,050","115,596","115,903","115,816","114,372","110,847","107,910","106,685","103,127","101,432","96,966","94,304","92,320","85,652","82,429","81,055","79,151","75,920","71,550","71,545","69,658","68,439","66,374","67,830","67,375","63,452","62,998","62,182"
87,"128,045","123,406","122,572","125,388","124,238","124,439","120,674","117,766","118,039","118,041","117,568","118,264","119,005","122,950","129,160","125,056","100,021","84,276","93,321","99,600","107,628","108,260","106,348","103,670","103,081","102,444","102,484","101,479","97,805","95,561","94,268","90,963","88,884","85,662","82,194","80,753","74,479","71,913","70,834","68,784","65,891","62,300","61,591","59,498","58,773","56,624","57,778","57,635","54,039","53,257","53,204","50,827"
88,"111,262","110,086","111,895","112,032","111,133","108,197","105,606","105,217","106,586","105,195","106,251","106,984","110,261","115,052","110,301","90,267","74,544","82,288","87,329","94,576","95,291","93,759","90,985","89,969","89,920","89,500","88,600","85,677","82,822","82,484","79,447","77,323","74,131","70,996","69,418","64,362","61,696","61,055","59,203","56,528","53,466","51,985","50,605","49,863","47,881","48,845","48,693","45,405","44,875","44,768","42,556","41,478"
89,"97,826","98,941","97,905","98,706","95,034","93,133","93,120","93,519","93,587","93,507","94,476","97,634","101,790","95,705","80,400","65,176","71,870","75,527","82,019","82,391","81,294","78,954","77,805","77,353","77,486","76,034","73,413","71,572","70,575","68,652","66,569","63,850","59,688","59,204","54,881","52,458","51,717","50,222","47,960","45,170","43,964","42,684","41,862","39,613","40,695","40,721","37,590","37,062","36,952","35,109","34,209","33,761"
90+,"409,709","404,593","400,470","402,964","394,090","396,656","396,307","390,527","391,634","378,233","371,909","355,764","332,400","310,820","303,993","313,256","314,722","314,096","309,298","304,498","298,610","291,727","283,142","276,796","271,096","259,912","252,185","244,744","233,804","226,479","212,895","201,523","193,558","186,925","177,997","171,719","163,400","157,273","150,987","145,914","141,991","139,589","135,744","131,886","126,686","120,065","115,907","113,000","109,070","105,728","102,306","97,487"
